COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2016_SALDOTOTAL,2016_SALDOTOTAL_HOMBRES,2016_SALDOTOTAL_MUJERES,2016_SALDOEXT_TOTAL,2016_SALDOEXT_HOMBRES,2016_SALDOEXT_MUJERES,2016_SALDOTOTAL_MENORES,2016_SALDOTOTAL_ESTUDIANTES,2016_SALDOTOTAL_TRABAJADORES,2016_SALDOTOTAL_MADUREZ1,2016_SALDOTOTAL_MADUREZ2,2016_SALDOTOTAL_JUBILADOS,2016_SALDOHOMBRES_MENORES,2016_SALDOHOMBRES_ESTUDIANTES,2016_SALDOHOMBRES_TRABAJADORES,2016_SALDOHOMBRES_MADUREZ1,2016_SALDOHOMBRES_MADUREZ2,2016_SALDOHOMBRES_JUBILADOS,2016_SALDOMUJERES_MENORES,2016_SALDOMUJERES_ESTUDIANTES,2016_SALDOMUJERES_TRABAJADORES,2016_SALDOMUJERES_MADUREZ1,2016_SALDOMUJERES_MADUREZ2,2016_SALDOMUJERES_JUBILADOS,2016_SALDOEXT_MENORES,2016_SALDOEXT_ESTUDIANTES,2016_SALDOEXT_TRABAJADORES,2016_SALDOEXT_MADUREZ1,2016_SALDOEXT_MADUREZ2,2016_SALDOEXT_JUBILADOS,2016_SALDOEXT_HOMBRES_MENORES,2016_SALDOEXT_HOMBRES_ESTUDIANTES,2016_SALDOEXT_HOMBRES_TRABAJADORES,2016_SALDOEXT_HOMBRES_MADUREZ1,2016_SALDOEXT_HOMBRES_MADUREZ2,2016_SALDOEXT_HOMBRES_JUBILADOS,2016_SALDOEXT_MUJERES_MENORES,2016_SALDOEXT_MUJERES_ESTUDIANTES,2016_SALDOEXT_MUJERES_TRABAJADORES,2016_SALDOEXT_MUJERES_MADUREZ1,2016_SALDOEXT_MUJERES_MADUREZ2,2016_SALDOEXT_MUJERES_JUBILADOS
1,1001,Alegría-Dulantzi,1329,34,30,4,9,10,-1,2,-2,33,-7,3,4,7,2,14,7,0,-2,-5,-4,19,-14,3,6,5,-2,4,1,1,0,6,0,2,2,0,0,-1,-2,2,-1,1,0
1,1002,Amurrio,9753,34,13,21,2,8,-6,17,-5,7,13,-15,17,16,4,-7,11,-17,7,1,-9,14,2,2,10,-4,7,11,-9,-6,3,-1,11,7,-8,-4,3,-3,-4,4,-1,-2,0
1,1003,Aramaio,1373,0,2,-2,1,3,-2,4,0,-2,-2,1,1,3,0,1,-1,0,0,1,0,-3,-1,1,1,0,2,-3,0,2,0,0,2,-1,0,2,0,0,0,-2,0,0,0
1,1008,Arrazua-Ubarrundia,756,-5,-5,0,3,2,1,6,-6,0,-3,-2,1,1,-4,-1,0,-1,0,5,-2,1,-3,-1,1,3,0,-1,1,0,0,3,-1,-1,1,0,0,0,1,0,0,0,0
1,1004,Artziniega,1338,-9,-4,-5,5,0,5,-5,-8,-1,-4,1,8,0,-3,-3,0,2,0,-5,-5,2,-4,-1,8,-1,0,-1,2,5,0,-1,0,-1,0,2,0,0,0,0,2,3,0
1,1009,Asparrena,1561,19,7,12,4,0,4,2,0,2,9,2,1,-5,0,0,9,1,0,7,0,2,0,1,1,2,1,2,0,-2,0,0,-1,1,0,-1,0,2,2,1,0,-1,0
1,1010,Ayala/Aiara,2031,26,12,14,-1,-1,0,8,1,7,2,8,1,5,1,9,2,-5,0,3,0,-2,0,13,1,0,0,-2,-2,3,0,0,0,-1,-1,1,0,0,0,-1,-1,2,0
1,1011,Baños de Ebro/Mañueta,333,1,1,0,3,2,1,-1,-1,3,5,-1,-4,-1,-1,0,5,0,-2,0,0,3,0,-1,-2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1013,Barrundia,590,-1,1,-2,8,6,2,-1,-4,-3,8,-2,-2,1,-1,-2,4,-1,-1,-2,-3,-1,4,-1,-1,3,1,0,2,1,1,3,1,0,1,1,0,0,0,0,1,0,1
1,1016,Bernedo,544,4,0,4,12,1,11,6,3,5,-4,-2,-6,3,-1,4,-4,-1,-2,3,4,1,0,-1,-4,5,2,2,1,0,0,1,-1,0,0,0,0,4,3,2,1,0,0
1,1017,Campezo/Kanpezu,1062,0,3,-3,-1,0,-1,2,-4,6,2,-6,-1,2,-1,8,-3,-3,-1,0,-3,-2,5,-3,0,0,0,1,-2,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0
1,1021,Elburgo/Burgelu,269,-5,-6,1,3,1,2,-2,-5,5,0,-2,0,-6,-1,3,0,-1,0,4,-4,2,0,-1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1022,Elciego,905,7,12,-5,2,3,-1,4,11,0,2,-1,-9,3,7,3,1,0,-2,1,4,-3,1,-1,-7,0,2,-3,3,0,0,0,2,-1,2,0,0,0,0,-2,1,0,0
