COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2000_SALDOTOTAL,2000_SALDOTOTAL_HOMBRES,2000_SALDOTOTAL_MUJERES,2000_SALDOEXT_TOTAL,2000_SALDOEXT_HOMBRES,2000_SALDOEXT_MUJERES,2000_SALDOTOTAL_MENORES,2000_SALDOTOTAL_ESTUDIANTES,2000_SALDOTOTAL_TRABAJADORES,2000_SALDOTOTAL_MADUREZ1,2000_SALDOTOTAL_MADUREZ2,2000_SALDOTOTAL_JUBILADOS,2000_SALDOHOMBRES_MENORES,2000_SALDOHOMBRES_ESTUDIANTES,2000_SALDOHOMBRES_TRABAJADORES,2000_SALDOHOMBRES_MADUREZ1,2000_SALDOHOMBRES_MADUREZ2,2000_SALDOHOMBRES_JUBILADOS,2000_SALDOMUJERES_MENORES,2000_SALDOMUJERES_ESTUDIANTES,2000_SALDOMUJERES_TRABAJADORES,2000_SALDOMUJERES_MADUREZ1,2000_SALDOMUJERES_MADUREZ2,2000_SALDOMUJERES_JUBILADOS,2000_SALDOEXT_MENORES,2000_SALDOEXT_ESTUDIANTES,2000_SALDOEXT_TRABAJADORES,2000_SALDOEXT_MADUREZ1,2000_SALDOEXT_MADUREZ2,2000_SALDOEXT_JUBILADOS,2000_SALDOEXT_HOMBRES_MENORES,2000_SALDOEXT_HOMBRES_ESTUDIANTES,2000_SALDOEXT_HOMBRES_TRABAJADORES,2000_SALDOEXT_HOMBRES_MADUREZ1,2000_SALDOEXT_HOMBRES_MADUREZ2,2000_SALDOEXT_HOMBRES_JUBILADOS,2000_SALDOEXT_MUJERES_MENORES,2000_SALDOEXT_MUJERES_ESTUDIANTES,2000_SALDOEXT_MUJERES_TRABAJADORES,2000_SALDOEXT_MUJERES_MADUREZ1,2000_SALDOEXT_MUJERES_MADUREZ2,2000_SALDOEXT_MUJERES_JUBILADOS
1,1001,Alegría-Dulantzi,1329,59,28,31,7,4,3,9,9,22,11,4,1,1,9,8,1,4,2,8,0,14,10,0,-1,2,1,1,2,0,1,2,1,0,0,0,1,0,0,1,2,0,0
1,1002,Amurrio,9753,-15,-9,-6,18,10,8,6,-20,-22,9,-5,17,5,-6,-9,2,-5,3,1,-14,-13,7,0,14,5,3,0,8,1,0,3,3,0,2,1,0,2,0,0,6,0,0
1,1003,Aramaio,1373,32,15,17,9,4,5,4,2,8,14,2,0,3,3,1,6,0,1,1,-1,7,8,2,-1,2,0,2,4,0,0,2,0,1,0,0,0,0,0,1,4,0,0
1,1037,Arraia-Maeztu,712,22,14,8,9,4,5,7,5,1,7,4,-2,4,4,2,3,2,-1,3,1,-1,4,2,-1,3,3,0,3,0,0,1,2,0,1,0,0,2,1,0,2,0,0
1,1009,Asparrena,1561,10,5,5,7,3,4,2,8,2,1,3,-5,0,3,0,2,1,0,2,5,2,-1,2,-5,0,3,3,0,0,1,0,2,1,0,0,0,0,1,2,0,0,1
1,1010,Ayala/Aiara,2031,33,16,17,5,4,1,10,7,8,5,4,0,3,3,2,6,2,0,7,4,6,-1,2,0,2,2,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0
1,1011,Baños de Ebro/Mañueta,333,5,5,0,6,5,1,3,3,0,1,-1,-1,1,2,1,2,-1,0,2,1,-1,-1,0,-1,0,3,2,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0
1,1014,Berantevilla,422,34,17,17,6,3,3,4,12,10,4,5,-2,3,7,3,3,2,-1,1,5,7,1,3,-1,1,2,2,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
1,1022,Elciego,905,7,2,5,5,4,1,2,-3,8,0,4,-4,2,-1,4,-1,1,-3,0,-2,4,1,3,-1,2,0,3,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0
1,1046,Erriberagoitia/Ribera Alta,515,-2,0,-2,4,2,2,-1,2,0,1,-4,0,-1,1,2,1,-2,-1,0,1,-2,0,-2,1,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0
