COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2002_SALDOTOTAL,2002_SALDOTOTAL_HOMBRES,2002_SALDOTOTAL_MUJERES,2002_SALDOEXT_TOTAL,2002_SALDOEXT_HOMBRES,2002_SALDOEXT_MUJERES,2002_SALDOTOTAL_MENORES,2002_SALDOTOTAL_ESTUDIANTES,2002_SALDOTOTAL_TRABAJADORES,2002_SALDOTOTAL_MADUREZ1,2002_SALDOTOTAL_MADUREZ2,2002_SALDOTOTAL_JUBILADOS,2002_SALDOHOMBRES_MENORES,2002_SALDOHOMBRES_ESTUDIANTES,2002_SALDOHOMBRES_TRABAJADORES,2002_SALDOHOMBRES_MADUREZ1,2002_SALDOHOMBRES_MADUREZ2,2002_SALDOHOMBRES_JUBILADOS,2002_SALDOMUJERES_MENORES,2002_SALDOMUJERES_ESTUDIANTES,2002_SALDOMUJERES_TRABAJADORES,2002_SALDOMUJERES_MADUREZ1,2002_SALDOMUJERES_MADUREZ2,2002_SALDOMUJERES_JUBILADOS,2002_SALDOEXT_MENORES,2002_SALDOEXT_ESTUDIANTES,2002_SALDOEXT_TRABAJADORES,2002_SALDOEXT_MADUREZ1,2002_SALDOEXT_MADUREZ2,2002_SALDOEXT_JUBILADOS,2002_SALDOEXT_HOMBRES_MENORES,2002_SALDOEXT_HOMBRES_ESTUDIANTES,2002_SALDOEXT_HOMBRES_TRABAJADORES,2002_SALDOEXT_HOMBRES_MADUREZ1,2002_SALDOEXT_HOMBRES_MADUREZ2,2002_SALDOEXT_HOMBRES_JUBILADOS,2002_SALDOEXT_MUJERES_MENORES,2002_SALDOEXT_MUJERES_ESTUDIANTES,2002_SALDOEXT_MUJERES_TRABAJADORES,2002_SALDOEXT_MUJERES_MADUREZ1,2002_SALDOEXT_MUJERES_MADUREZ2,2002_SALDOEXT_MUJERES_JUBILADOS
1,1001,Alegría-Dulantzi,1329,82,49,33,3,2,1,7,7,62,5,-6,6,3,4,37,7,-3,1,4,3,25,-2,-3,5,2,-1,2,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0
1,1002,Amurrio,9753,-10,-9,-1,11,8,3,19,-16,-14,-1,-4,3,5,-9,0,-2,-4,1,14,-7,-14,1,0,2,1,3,5,3,0,-1,1,1,4,2,0,0,0,2,1,1,0,-1
1,1003,Aramaio,1373,11,6,5,6,3,3,7,-2,3,4,-1,2,4,-1,1,3,0,0,3,-1,2,1,-1,2,3,0,1,2,0,0,3,0,0,0,0,0,0,0,1,2,0,0
1,1037,Arraia-Maeztu,712,3,4,-1,4,2,2,4,2,2,-1,1,-4,2,1,3,-1,1,-2,2,1,-1,0,0,-2,1,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1,1004,Artziniega,1338,45,22,23,5,2,3,2,7,22,-1,4,10,2,3,10,0,2,5,0,4,12,-1,2,5,1,2,0,2,0,0,1,1,-1,1,0,0,0,1,1,1,0,0
1,1009,Asparrena,1561,3,3,0,11,6,5,-4,4,-6,10,-3,2,-2,3,-2,4,0,0,-2,1,-4,6,-3,2,3,4,1,3,0,0,1,2,0,3,0,0,2,2,1,0,0,0
1,1011,Baños de Ebro/Mañueta,333,2,-1,3,3,2,1,2,-1,1,-2,3,-2,1,-1,0,-2,1,-1,1,0,1,0,2,-1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1013,Barrundia,590,59,26,33,5,2,3,12,4,18,20,4,0,2,3,8,9,3,0,10,1,10,11,1,0,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,2,1,0
1,1014,Berantevilla,422,3,1,2,3,2,1,2,3,-2,-1,-1,1,0,0,-1,2,-1,1,2,3,-1,-3,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,1017,Campezo/Kanpezu,1062,-8,-3,-5,8,5,3,-7,5,-1,2,0,-5,-5,2,1,2,-1,-3,-2,3,-2,0,1,-2,0,2,3,1,2,0,0,1,3,0,1,0,0,1,0,1,1,0
1,1021,Elburgo/Burgelu,269,16,10,6,1,0,1,5,3,3,3,3,1,4,2,-1,2,3,0,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1022,Elciego,905,8,1,7,12,4,8,-3,9,-7,4,3,3,0,3,-8,2,2,2,-3,6,1,2,1,1,1,4,4,2,0,1,0,1,1,2,0,0,1,3,3,0,0,1
1,1046,Erriberagoitia/Ribera Alta,515,32,13,19,3,1,2,9,-1,17,3,2,2,4,-2,8,3,-1,1,5,1,9,0,3,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1
1,1028,Labastida/Bastida,1195,25,9,16,6,5,1,7,-3,6,7,2,6,2,-2,1,5,0,3,5,-1,5,2,2,3,0,2,2,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0
1,1031,Laguardia,1409,38,22,16,8,3,5,4,10,17,0,5,0,1,5,8,0,5,1,3,5,9,0,0,-1,0,4,3,1,0,0,0,1,1,1,0,0,0,3,2,0,0,0
1,1032,Lanciego/Lantziego,642,-8,0,-8,4,1,3,-1,-2,1,1,0,-7,-1,2,1,1,1,-4,0,-4,0,0,-1,-3,1,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
