COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2003_SALDOTOTAL,2003_SALDOTOTAL_HOMBRES,2003_SALDOTOTAL_MUJERES,2003_SALDOEXT_TOTAL,2003_SALDOEXT_HOMBRES,2003_SALDOEXT_MUJERES,2003_SALDOTOTAL_MENORES,2003_SALDOTOTAL_ESTUDIANTES,2003_SALDOTOTAL_TRABAJADORES,2003_SALDOTOTAL_MADUREZ1,2003_SALDOTOTAL_MADUREZ2,2003_SALDOTOTAL_JUBILADOS,2003_SALDOHOMBRES_MENORES,2003_SALDOHOMBRES_ESTUDIANTES,2003_SALDOHOMBRES_TRABAJADORES,2003_SALDOHOMBRES_MADUREZ1,2003_SALDOHOMBRES_MADUREZ2,2003_SALDOHOMBRES_JUBILADOS,2003_SALDOMUJERES_MENORES,2003_SALDOMUJERES_ESTUDIANTES,2003_SALDOMUJERES_TRABAJADORES,2003_SALDOMUJERES_MADUREZ1,2003_SALDOMUJERES_MADUREZ2,2003_SALDOMUJERES_JUBILADOS,2003_SALDOEXT_MENORES,2003_SALDOEXT_ESTUDIANTES,2003_SALDOEXT_TRABAJADORES,2003_SALDOEXT_MADUREZ1,2003_SALDOEXT_MADUREZ2,2003_SALDOEXT_JUBILADOS,2003_SALDOEXT_HOMBRES_MENORES,2003_SALDOEXT_HOMBRES_ESTUDIANTES,2003_SALDOEXT_HOMBRES_TRABAJADORES,2003_SALDOEXT_HOMBRES_MADUREZ1,2003_SALDOEXT_HOMBRES_MADUREZ2,2003_SALDOEXT_HOMBRES_JUBILADOS,2003_SALDOEXT_MUJERES_MENORES,2003_SALDOEXT_MUJERES_ESTUDIANTES,2003_SALDOEXT_MUJERES_TRABAJADORES,2003_SALDOEXT_MUJERES_MADUREZ1,2003_SALDOEXT_MUJERES_MADUREZ2,2003_SALDOEXT_MUJERES_JUBILADOS
1,1001,Alegría-Dulantzi,1329,191,98,93,21,8,13,31,30,94,41,0,-4,12,16,48,24,-3,-1,19,14,46,17,3,-3,8,7,2,4,0,0,3,3,0,2,0,0,5,4,2,2,0,0
1,1002,Amurrio,9753,-50,-10,-40,6,5,1,5,-4,-47,-9,-1,5,9,1,-17,-6,-1,3,-4,-5,-30,-3,0,2,4,4,-5,2,1,0,4,2,-1,0,0,0,0,2,-4,2,1,0
1,1003,Aramaio,1373,6,5,1,5,4,1,2,1,-3,3,1,3,1,4,-3,3,-1,2,1,-3,0,0,2,1,1,3,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0
1,1037,Arraia-Maeztu,712,9,4,5,10,6,4,7,3,-7,11,0,-4,5,-1,-6,8,2,-3,2,4,-1,3,-2,-1,4,0,1,4,1,0,4,0,0,1,1,0,0,0,1,3,0,0
1,1004,Artziniega,1338,59,29,30,15,5,10,11,7,28,-1,6,7,7,3,14,-2,3,3,4,4,14,1,3,4,1,6,6,1,1,0,1,3,1,0,0,0,0,3,5,1,1,0
1,1009,Asparrena,1561,5,4,1,9,4,5,2,2,-5,13,-4,-2,3,-1,-2,8,-1,-3,-1,3,-3,5,-3,1,2,1,2,4,0,0,2,0,1,1,0,0,0,1,1,3,0,0
1,1010,Ayala/Aiara,2031,192,94,98,7,5,2,26,22,99,35,0,4,11,6,52,16,3,0,15,16,47,19,-3,4,4,2,0,1,0,0,3,1,0,1,0,0,1,1,0,0,0,0
1,1011,Baños de Ebro/Mañueta,333,-2,-1,-1,2,1,1,-1,0,-2,0,0,0,0,0,-2,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1013,Barrundia,590,51,26,25,0,1,-1,11,1,13,18,6,1,6,-1,5,12,2,2,5,2,8,6,4,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1
1,1014,Berantevilla,422,-1,-1,0,2,1,1,1,-2,-2,-2,5,-2,0,-2,1,-2,3,-1,1,0,-3,0,2,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1017,Campezo/Kanpezu,1062,22,22,0,13,9,4,6,2,8,-1,4,3,8,-1,8,0,5,2,-2,3,0,-1,-1,1,6,2,1,2,0,2,5,1,1,1,0,1,1,1,0,1,0,1
1,1022,Elciego,905,12,9,3,5,2,3,-1,5,3,-3,7,1,0,3,5,-3,3,1,-1,2,-2,0,4,0,2,1,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
1,1023,Elvillar/Bilar,356,4,0,4,8,5,3,0,-1,4,-2,0,2,0,0,1,-2,-1,1,0,-1,3,0,1,1,1,1,6,0,0,0,1,0,4,0,0,0,0,1,2,0,0,0
1,1056,Harana/Valle de Arana,353,4,5,-1,5,4,1,2,-1,0,4,-1,0,2,1,1,3,-1,0,0,-2,-1,1,0,0,1,2,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1,1901,Iruña Oka/Iruña de Oca,1674,61,23,38,2,1,1,10,22,5,17,2,5,8,11,-4,3,3,2,2,11,9,14,-1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1027,Iruraiz-Gauna,416,4,7,-3,2,1,1,4,-8,9,4,-1,-4,4,-5,6,3,0,-2,0,-3,3,1,-1,-2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1028,Labastida/Bastida,1195,35,28,7,9,6,3,5,6,9,9,7,-1,4,4,7,10,3,-1,1,2,2,-1,4,0,0,3,1,4,0,0,0,0,1,4,0,0,0,3,0,0,0,0
1,1031,Laguardia,1409,30,21,9,10,4,6,-2,1,15,7,7,2,2,2,4,5,6,2,-4,-1,11,2,1,0,0,2,4,3,1,0,0,1,1,2,0,0,0,1,3,1,1,0
1,1902,Lantarón,924,13,5,8,7,4,3,0,13,-3,-4,2,5,1,5,-1,-1,0,1,-1,8,-2,-3,2,4,0,2,3,2,0,0,0,1,2,1,0,0,0,1,1,1,0,0
1,1033,Lapuebla de Labarca,872,-8,-1,-7,10,8,2,-6,-2,0,-1,-2,4,-3,-1,1,3,-2,2,-3,-1,-1,-4,0,2,2,0,4,4,0,0,1,0,3,4,0,0,1,0,1,0,0,0
1,1036,Laudio/Llodio,19632,-151,-67,-84,47,19,28,-2,-24,-92,-16,-11,-6,8,-6,-42,-18,-6,-2,-10,-18,-50,2,-5,-4,16,3,14,9,4,1,10,1,4,2,2,0,6,2,10,7,2,1
1,1058,Legutio,1333,25,15,10,3,1,2,4,5,14,4,2,-5,-1,3,15,-2,2,-1,5,2,-1,6,0,-4,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1034,Leza,196,13,7,6,6,1,5,4,4,5,2,1,-3,4,0,3,0,1,-1,0,4,2,2,0,-2,1,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
1,1043,Oyón-Oion,2286,100,50,50,21,7,14,34,18,36,18,-6,-3,16,8,21,8,-2,-2,18,10,15,10,-4,-1,10,3,5,2,0,0,4,1,0,1,0,0,6,2,5,1,0,0
1,1047,Ribera Baja/Erribera Beitia,493,105,57,48,3,2,1,25,15,39,14,9,2,11,8,24,9,5,0,14,7,15,5,4,2,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,1051,Salvatierra/Agurain,3933,59,47,12,22,12,10,0,27,21,2,8,-1,2,15,17,1,8,1,-2,12,4,1,0,-2,6,5,5,3,2,0,3,1,4,2,1,0,3,4,1,1,1,0
1,1052,Samaniego,306,6,4,2,2,1,1,-1,0,2,0,4,1,-1,0,1,1,2,1,0,0,1,-1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
