COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2001_SALDO_TOTAL,2001_SALDO_HOMBRES,2001_SALDO_MUJERES,2001_SALDOEXT_TOTAL,2001_SALDOEXT_HOMBRES,2001_SALDOEXT_MUJERES,2001_SALDOTOTAL_MENORES,2001_SALDOTOTAL_ESTUDIANTES,2001_SALDOTOTAL_TRABAJADORES,2001_SALDOTOTAL_MADUREZ1,2001_SALDOTOTAL_MADUREZ2,2001_SALDOTOTAL_JUBILADOS,2001_SALDOHOMBRES_MENORES,2001_SALDOHOMBRES_ESTUDIANTES,2001_SALDOHOMBRES_TRABAJADORES,2001_SALDOHOMBRES_MADUREZ1,2001_SALDOHOMBRES_MADUREZ2,2001_SALDOHOMBRES_JUBILADOS,2001_SALDOMUJERES_MENORES,2001_SALDOMUJERES_ESTUDIANTES,2001_SALDOMUJERES_TRABAJADORES,2001_SALDOMUJERES_MADUREZ1,2001_SALDOMUJERES_MADUREZ2,2001_SALDOMUJERES_JUBILADOS,2001_SALDOEXT_MENORES,2001_SALDOEXT_ESTUDIANTES,2001_SALDOEXT_TRABAJADORES,2001_SALDOEXT_MADUREZ1,2001_SALDOEXT_MADUREZ2,2001_SALDOEXT_JUBILADOS,2001_SALDOEXT_HOMBRES_MENORES,2001_SALDOEXT_HOMBRES_ESTUDIANTES,2001_SALDOEXT_HOMBRES_TRABAJADORES,2001_SALDOEXT_HOMBRES_MADUREZ1,2001_SALDOEXT_HOMBRES_MADUREZ2,2001_SALDOEXT_HOMBRES_JUBILADOS,2001_SALDOEXT_MUJERES_MENORES,2001_SALDOEXT_MUJERES_ESTUDIANTES,2001_SALDOEXT_MUJERES_TRABAJADORES,2001_SALDOEXT_MUJERES_MADUREZ1,2001_SALDOEXT_MUJERES_MADUREZ2,2001_SALDOEXT_MUJERES_JUBILADOS
1,1002,Amurrio,9753,-83,-47,-36,8,4,4,-6,-22,-45,-8,-6,5,-3,-7,-24,-7,-5,0,-3,-15,-21,-1,-1,5,1,2,2,3,0,0,0,1,1,2,0,0,1,1,1,1,0,0
1,1037,Arraia-Maeztu,712,23,17,6,11,7,4,1,0,9,4,6,2,3,0,6,2,3,2,-2,0,3,2,3,0,2,3,3,3,0,0,2,2,2,1,0,0,0,1,1,2,0,0
1,1004,Artziniega,1338,0,-1,1,3,2,1,-1,4,1,-3,1,-2,0,1,2,0,-1,-3,-1,3,-1,-3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1009,Asparrena,1561,17,10,7,10,3,7,3,-1,-2,11,2,3,-2,1,3,7,1,0,5,-2,-5,4,1,3,2,3,2,2,0,0,0,1,1,1,0,0,2,2,1,1,0,0
1,1010,Ayala/Aiara,2031,73,43,30,2,1,1,7,8,43,4,13,-3,3,4,27,3,5,1,4,4,16,1,8,-4,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1011,Baños de Ebro/Mañueta,333,12,9,3,8,7,1,4,2,2,3,0,1,4,2,1,2,0,0,0,0,1,1,0,1,2,2,1,3,0,0,2,2,1,2,0,0,0,0,0,1,0,0
1,1014,Berantevilla,422,13,10,3,3,1,2,3,6,-2,0,3,3,3,5,-1,1,0,2,0,1,-1,-1,3,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,1017,Campezo/Kanpezu,1062,-9,-3,-6,6,1,5,-2,-6,-3,-3,3,2,-2,-2,2,-2,1,0,0,-4,-5,-1,2,2,2,2,1,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0
1,1021,Elburgo/Burgelu,269,46,31,15,6,5,1,6,5,4,23,5,2,4,2,3,16,4,1,2,3,1,7,1,1,0,0,3,3,0,0,0,0,2,3,0,0,0,0,1,0,0,0
1,1022,Elciego,905,24,15,9,18,11,7,3,6,13,2,0,-1,1,7,4,1,0,1,2,-1,9,1,0,-2,5,5,5,2,0,0,2,3,3,2,0,0,3,2,2,0,0,0
1,1028,Labastida/Bastida,1195,18,16,2,7,4,3,-4,5,11,2,2,2,-1,2,13,-2,1,3,-3,3,-2,4,1,-1,2,2,2,1,0,0,1,1,2,0,0,0,1,1,0,1,0,0
1,1031,Laguardia,1409,34,28,6,17,16,1,5,3,7,8,12,-1,3,6,6,7,6,0,2,-3,1,1,6,-1,1,6,4,4,2,0,1,6,4,3,2,0,0,0,0,1,0,0
1,1033,Lapuebla de Labarca,872,16,9,7,14,9,5,2,2,8,3,1,0,2,1,4,2,0,0,0,1,4,1,1,0,2,2,6,3,1,0,2,1,4,2,0,0,0,1,2,1,1,0
1,1036,Laudio/Llodio,19632,-153,-80,-73,16,10,6,-9,-28,-77,-25,-14,-1,-7,-11,-46,-13,-1,-3,-2,-17,-31,-12,-13,2,5,3,6,2,0,0,4,2,3,1,0,0,1,1,3,1,0,0
1,1058,Legutio,1333,23,12,11,10,5,5,4,3,4,0,3,9,6,2,1,-1,0,4,-2,1,3,1,3,5,3,3,3,0,0,0,2,1,2,0,0,0,1,2,1,0,0,0
1,1043,Oyón-Oion,2286,77,45,32,11,7,4,1,27,30,21,6,-5,3,15,22,8,2,-3,-2,12,8,13,4,-2,1,3,5,2,0,0,1,2,3,1,0,0,0,1,2,1,0,0
1,1051,Salvatierra/Agurain,3933,23,19,4,22,10,12,6,9,10,-1,1,-5,2,5,9,2,0,-1,4,4,1,-3,1,-4,6,2,8,4,0,0,2,1,2,3,0,0,4,1,6,1,0,0
1,1054,Urkabustaiz,840,23,5,18,7,1,6,8,4,11,2,-3,1,3,0,3,3,-2,-2,5,4,8,-1,-1,3,1,2,3,1,0,0,0,0,0,1,0,0,1,2,3,0,0,0
1,1055,Valdegovía/Gaubea,925,47,26,21,7,3,4,16,3,13,13,4,-3,10,2,9,5,0,0,6,1,4,8,4,-3,5,0,0,1,0,1,2,0,0,0,0,1,3,0,0,1,0,0
1,1057,Villabuena de Álava/Eskuernaga,336,8,5,3,9,5,4,3,1,1,-1,3,0,1,0,2,0,2,0,2,1,-1,-1,1,0,4,1,1,0,2,0,3,0,1,0,1,0,1,1,0,0,1,0
1,1059,Vitoria-Gasteiz,217154,1741,896,845,2165,1137,1028,248,482,702,224,-29,101,124,251,380,133,-49,52,124,231,322,91,20,49,408,447,759,397,100,29,210,230,427,209,40,13,198,217,332,188,60,16
1,1060,Yécora/Iekora,257,2,1,1,14,9,5,4,0,1,1,-2,-2,4,1,-1,-1,-1,-1,0,-1,2,2,-1,-1,8,1,3,2,0,0,7,0,1,1,0,0,1,1,2,1,0,0
1,1018,Zigoitia,1198,23,14,9,4,2,2,-1,6,7,4,7,0,-6,6,5,5,4,0,5,0,2,-1,3,0,3,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
1,1063,Zuia,1637,127,69,58,16,13,3,25,9,43,34,10,4,14,7,24,17,5,1,11,2,19,17,5,3,1,0,6,8,1,0,1,0,6,5,1,0,0,0,0,3,0,0
2,2003,Albacete,147527,1695,928,767,1605,901,704,225,430,592,346,59,46,108,216,354,202,11,43,117,214,238,144,48,3,210,415,584,315,55,10,106,225,347,187,24,3,104,190,237,128,31,7
2,2004,Albatana,870,-1,-2,1,2,1,1,-2,0,-3,2,2,0,-4,1,-3,3,1,0,2,-1,0,-1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,2007,Alcalá del Júcar,1525,-22,-12,-10,4,1,3,-6,1,-2,-5,0,-10,-4,2,-1,-3,0,-6,-2,-1,-1,-2,0,-4,0,2,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
2,2009,Almansa,23612,316,165,151,236,119,117,48,68,113,57,12,13,22,34,66,32,9,-1,26,34,47,25,3,14,46,53,84,47,3,2,21,29,44,23,1,1,25,24,40,24,2,1
2,2010,Alpera,2334,6,1,5,12,4,8,6,3,-2,1,-3,2,1,0,0,-1,-2,3,5,3,-2,2,-1,-1,2,5,4,1,0,0,0,2,2,0,0,0,2,3,2,1,0,0
2,2012,Balazote,2254,73,66,7,97,81,16,-8,34,24,18,2,2,-2,26,27,13,0,1,-6,8,-3,5,2,1,0,34,47,15,0,0,0,27,41,12,0,0,0,7,6,3,0,0
2,2014,"Ballestero, El",573,2,5,-3,2,1,1,-1,3,-1,-1,2,0,2,2,-1,0,2,0,-3,1,0,-1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,2013,Balsa de Ves,283,-5,-4,-1,2,1,1,3,1,0,-4,-4,-1,1,1,0,-1,-4,-1,2,0,0,-3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,2015,Barrax,1952,-11,-2,-9,9,4,5,-8,-1,-3,0,1,-1,-5,1,0,1,0,0,-3,-2,-3,-1,1,-1,1,2,4,2,0,0,0,0,4,0,0,0,1,2,0,2,0,0
2,2018,Bonete,1222,-5,1,-6,11,9,2,2,-4,-4,3,1,-3,4,-1,-3,3,1,-3,-2,-3,-1,0,0,0,5,2,1,3,0,0,5,1,1,2,0,0,0,1,0,1,0,0
2,2019,"Bonillo, El",3278,8,9,-1,34,25,9,1,0,4,7,-4,1,-1,-1,6,7,-1,0,2,1,-2,0,-3,1,5,6,11,12,0,0,2,4,9,10,0,0,3,2,2,2,0,0
2,2023,Casas de Ves,909,11,7,4,2,1,1,1,-3,0,7,4,2,-1,-1,0,2,3,4,2,-2,0,5,1,-2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
2,2024,Casas-Ibáñez,4097,60,29,31,42,26,16,0,16,15,-2,17,12,0,9,6,-1,9,5,0,7,9,-1,8,7,6,6,18,4,6,1,3,3,10,4,4,1,3,3,8,0,2,0
2,2025,Caudete,8909,206,114,92,158,103,55,32,61,58,28,12,15,17,30,44,18,3,3,15,31,14,10,9,12,30,47,53,25,3,0,16,30,40,16,1,0,14,17,13,9,2,0
2,2029,Chinchilla de Monte-Aragón,3227,2,8,-6,7,3,4,-1,-3,-9,12,11,-8,-1,0,-4,10,7,-4,0,-3,-5,2,4,-4,0,4,2,1,0,0,0,3,0,0,0,0,0,1,2,1,0,0
2,2030,Elche de la Sierra,3936,-38,-21,-17,13,2,11,0,-12,-14,-6,-2,-4,-4,-6,-5,-4,-2,0,4,-6,-9,-2,0,-4,6,2,4,1,0,0,1,0,1,0,0,0,5,2,3,1,0,0
2,2032,Fuensanta,377,11,6,5,4,2,2,1,3,0,0,9,-2,1,2,0,-1,5,-1,0,1,0,1,4,-1,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2,2033,Fuente-Álamo,2483,108,57,51,84,48,36,33,21,29,17,4,4,12,10,18,11,2,3,21,11,11,6,2,1,22,20,33,9,0,0,10,11,20,7,0,0,12,9,13,2,0,0
2,2034,Fuentealbilla,1803,38,21,17,55,30,25,11,1,23,4,7,-8,3,-1,17,2,4,-4,8,2,6,2,3,-4,14,8,27,4,2,0,5,3,19,2,1,0,9,5,8,2,1,0
2,2035,"Gineta, La",2064,27,11,16,12,4,8,6,6,9,6,-1,0,2,3,4,2,-1,0,4,3,5,4,0,0,2,1,8,0,0,0,0,0,3,0,0,0,2,1,5,0,0,0
2,2037,Hellín,26205,338,191,147,435,263,172,64,85,105,46,34,1,32,58,64,17,15,2,32,27,41,29,19,-1,67,134,146,71,11,5,33,88,91,43,4,3,34,46,55,28,7,2
2,2038,"Herrera, La",402,5,1,4,13,6,7,0,3,-4,3,1,2,-2,1,-1,3,0,0,2,2,-3,0,1,2,3,3,3,3,1,0,1,1,2,2,0,0,2,2,1,1,1,0
2,2039,Higueruela,1326,4,7,-3,4,2,2,1,5,3,0,-2,-3,4,2,4,1,-2,-2,-3,3,-1,-1,0,-1,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2,2041,Jorquera,580,-15,-7,-8,6,3,3,-4,-2,-6,-2,-1,0,-2,1,-4,-1,-1,0,-2,-3,-2,-1,0,0,1,3,2,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0
2,2042,Letur,1370,23,17,6,3,2,1,11,-2,5,5,2,2,6,1,1,6,2,1,5,-3,4,-1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,2043,Lezuza,1793,-2,-3,1,11,8,3,-2,-1,-3,2,3,-1,-2,0,0,0,0,-1,0,-1,-3,2,3,0,1,4,2,4,0,0,0,3,2,3,0,0,1,1,0,1,0,0
2,2045,Madrigueras,4536,24,7,17,26,14,12,-1,4,3,4,8,5,-2,2,1,1,2,3,1,2,2,3,6,2,4,9,6,2,5,0,1,5,5,1,2,0,3,4,1,1,3,0
2,2046,Mahora,1366,2,-1,3,10,4,6,2,0,-2,4,-2,0,0,1,-2,2,-2,0,2,-1,0,2,0,0,4,2,2,2,0,0,1,1,1,1,0,0,3,1,1,1,0,0
2,2051,Montealegre del Castillo,2144,55,31,24,51,29,22,4,27,30,-2,-1,-4,5,18,15,-2,-1,-4,-1,9,15,0,0,0,13,16,20,2,0,0,7,9,11,2,0,0,6,7,9,0,0,0
2,2052,Motilleja,511,3,4,-1,4,2,2,1,-1,4,1,-1,-1,0,1,3,1,0,-1,1,-2,1,0,-1,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
2,2053,Munera,4064,20,18,2,6,4,2,7,10,5,-4,3,-1,7,5,6,-3,2,1,0,5,-1,-1,1,-2,2,2,0,2,0,0,2,1,0,1,0,0,0,1,0,1,0,0
2,2056,Ontur,2431,-17,0,-17,31,16,15,-7,-10,-5,1,6,0,-1,0,-1,3,2,-1,-6,-10,-4,-2,4,1,4,6,5,9,6,1,1,5,0,6,3,1,3,1,5,3,3,0
2,2057,Ossa de Montiel,2791,20,8,12,24,12,12,11,0,3,4,3,-1,5,0,-2,3,1,1,6,0,5,1,2,-2,4,4,13,2,1,0,3,2,5,1,1,0,1,2,8,1,0,0
2,2063,Pozohondo,1847,-2,0,-2,12,6,6,0,0,-12,5,7,-1,0,4,-9,3,5,0,0,-4,-3,2,2,-1,4,0,5,2,1,0,3,0,2,1,0,0,1,0,3,1,1,0
2,2069,"Roda, La",13627,254,165,89,214,139,75,30,62,92,59,7,4,9,46,62,42,5,0,21,16,30,17,2,4,26,53,85,47,2,0,9,45,52,31,1,0,17,8,33,16,1,0
2,2071,San Pedro,1336,-4,1,-5,2,1,1,2,-3,1,-3,0,-1,2,1,0,0,0,-2,0,-4,1,-3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,2072,Socovos,2035,1,-1,2,7,3,4,-4,6,-4,3,1,-1,-2,1,-1,2,0,-1,-2,5,-3,1,1,0,3,1,2,1,0,0,1,0,1,1,0,0,2,1,1,0,0,0
2,2074,Tobarra,7469,95,70,25,109,68,41,5,32,18,30,14,-6,4,16,24,20,8,-2,1,16,-6,10,6,-4,16,30,38,19,3,0,8,13,30,14,2,0,8,17,8,5,1,0
2,2078,Villalgordo del Júcar,1306,-5,1,-6,17,8,9,2,-2,-4,-5,1,3,2,0,0,-2,1,0,0,-2,-4,-3,0,3,9,1,2,2,2,1,5,0,1,1,1,0,4,1,1,1,1,1
2,2079,Villamalea,3476,73,32,41,80,32,48,25,24,23,9,-1,-7,9,13,10,2,-1,-1,16,11,13,7,0,-6,24,21,22,10,2,0,7,9,10,5,0,0,17,12,12,5,2,0
2,2080,Villapalacios,844,-16,-11,-5,7,5,2,-6,-3,-6,1,-2,0,-4,-3,-2,0,-1,-1,-2,0,-4,1,-1,1,0,1,3,3,0,0,0,1,3,1,0,0,0,0,0,2,0,0
2,2081,Villarrobledo,22197,414,285,129,511,328,183,55,101,157,100,7,-1,22,81,105,76,6,-2,33,20,52,24,1,1,41,146,201,108,14,1,23,90,128,77,10,0,18,56,73,31,4,1
3,3001,Adsubia,558,45,31,14,47,33,14,5,9,11,7,11,2,5,7,10,5,3,1,0,2,1,2,8,1,5,10,8,8,13,3,5,9,8,4,5,2,0,1,0,4,8,1
3,3002,Agost,4053,112,68,44,110,67,43,28,26,35,22,6,-6,13,17,25,13,2,-3,15,9,10,9,4,-3,25,21,43,13,6,1,14,15,25,9,3,0,11,6,18,4,3,1
3,3004,Aigües,579,11,1,10,6,2,4,7,-2,-7,11,3,-1,3,-1,-7,6,1,-1,4,-1,0,5,2,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,1,1
3,3005,Albatera,8661,212,135,77,229,150,79,30,57,67,22,29,5,15,38,42,16,19,4,15,19,25,6,10,1,29,71,75,32,15,4,16,46,55,23,8,1,13,25,20,9,7,3
3,3006,Alcalalí,941,52,33,19,63,32,31,4,2,0,10,39,-2,4,2,-1,2,22,4,0,0,1,8,17,-6,2,4,7,10,34,6,2,2,3,3,17,5,0,2,4,7,17,1
3,3007,Alcocer de Planes,123,16,8,8,2,1,1,2,3,5,2,4,0,0,2,2,2,2,0,2,1,3,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,3009,Alcoy/Alcoi,60476,-58,-14,-44,317,168,149,3,11,-6,-6,-24,-40,-6,22,1,-4,-14,-17,9,-11,-7,-2,-10,-23,53,85,113,53,6,4,29,41,68,23,4,1,24,44,45,30,2,3
3,3011,"Alfàs del Pi, l'",13226,1090,579,511,984,511,473,212,141,222,215,184,106,118,75,103,121,94,60,94,66,119,94,90,46,226,96,186,188,174,102,119,51,78,102,92,60,107,45,108,86,82,42
3,3012,Algorfa,1220,93,48,45,108,56,52,11,2,2,7,60,11,4,1,0,3,34,6,7,1,2,4,26,5,12,5,5,12,64,10,5,2,3,5,36,5,7,3,2,7,28,5
3,3013,Algueña,1459,20,-2,22,7,1,6,3,7,8,-1,1,2,-1,0,5,-6,-1,1,4,7,3,5,2,1,0,2,2,2,1,0,0,0,1,0,0,0,0,2,1,2,1,0
3,3014,Alicante/Alacant,272432,1670,863,807,284,142,142,355,201,507,368,120,120,173,128,253,166,70,73,182,73,254,202,50,47,62,23,61,42,53,40,26,8,31,25,32,19,36,15,30,17,21,21
3,3015,Almoradí,13606,291,186,105,256,149,107,53,62,102,54,11,4,17,45,72,43,6,2,36,17,30,11,5,2,56,69,85,39,4,0,26,43,56,22,2,0,30,26,29,17,2,0
3,3018,Altea,14711,282,132,150,9,8,1,27,28,112,57,31,23,10,8,52,38,13,9,17,20,60,19,18,14,1,1,2,2,2,1,1,0,2,2,2,1,0,1,0,0,0,0
3,3019,Aspe,16492,165,116,49,139,83,56,20,40,34,39,18,10,10,20,35,26,12,11,10,20,-1,13,6,-1,26,27,46,26,10,4,13,16,31,14,6,3,13,11,15,12,4,1
3,3021,Banyeres de Mariola,6848,55,25,30,46,27,19,11,13,24,7,6,-3,2,8,13,3,2,-2,9,5,11,4,4,-1,12,12,12,9,1,0,5,9,7,5,1,0,7,3,5,4,0,0
3,3023,Beneixama,1796,-5,-2,-3,32,17,15,1,5,-7,-5,4,-3,0,4,-5,-2,1,0,1,1,-2,-3,3,-3,3,10,12,4,3,0,1,6,5,4,1,0,2,4,7,0,2,0
3,3024,Benejúzar,5067,50,38,12,78,43,35,9,12,13,11,-2,5,8,12,9,6,-1,3,1,0,4,5,-1,2,15,22,15,22,2,0,7,14,9,12,0,0,8,8,6,10,2,0
3,3025,Benferri,1026,37,16,21,37,15,22,0,2,9,2,21,3,1,-2,7,2,7,1,-1,4,2,0,14,2,3,5,7,0,21,1,2,1,4,0,8,0,1,4,3,0,13,1
3,3026,Beniarbeig,1205,79,36,43,83,42,41,8,17,29,16,6,3,1,8,18,6,0,3,7,9,11,10,6,0,8,21,25,21,5,2,1,10,15,14,0,2,7,11,10,7,5,0
3,3028,Beniarrés,1414,-4,-3,-1,10,5,5,3,3,-10,-3,3,-1,2,0,-6,-2,1,1,1,3,-4,-1,2,-2,4,4,1,0,1,0,2,2,1,0,0,0,2,2,0,0,1,0
3,3030,Benidoleig,817,49,28,21,49,27,22,6,5,1,16,15,6,0,5,2,8,9,4,6,0,-1,8,6,2,7,3,4,13,14,8,3,3,2,6,9,4,4,0,2,7,5,4
3,3031,Benidorm,52845,3414,1858,1556,2937,1596,1341,348,788,903,633,438,292,163,423,519,367,220,163,185,365,384,266,218,129,389,641,822,565,339,167,206,333,452,321,184,94,183,308,370,244,155,73
3,3033,Benifato,138,8,6,2,10,4,6,4,1,0,4,1,-1,2,2,1,1,1,0,2,-1,-1,3,0,-1,3,1,2,3,1,0,0,1,1,1,1,0,3,0,1,2,0,0
3,3029,Benigembla,389,41,23,18,36,20,16,4,1,0,7,25,5,1,2,0,3,13,4,3,-1,0,4,12,1,2,1,1,4,24,4,1,1,0,1,13,4,1,0,1,3,11,0
3,3034,Benijófar,1655,274,128,146,251,129,122,49,16,34,45,106,23,27,8,15,18,53,7,22,8,19,27,53,16,35,13,26,46,106,24,22,10,11,21,54,11,13,3,15,25,52,13
3,3040,Benimeli,329,11,5,6,14,7,7,2,2,1,0,7,-1,0,3,0,-1,4,-1,2,-1,1,1,3,0,2,1,3,1,7,0,0,1,2,0,4,0,2,0,1,1,3,0
3,3041,Benissa,9687,487,265,222,480,266,214,66,36,114,107,121,40,35,21,61,60,65,23,31,15,53,47,56,17,60,45,102,104,128,38,30,28,61,55,68,24,30,17,41,49,60,14
3,3042,"Benitachell/Poble Nou de Benitatxell, el",2131,359,184,175,315,167,148,65,19,73,83,108,11,22,10,44,38,59,11,43,9,29,45,49,0,55,21,61,66,95,17,18,13,37,35,51,13,37,8,24,31,44,4
3,3043,Biar,3537,16,13,3,17,11,6,-10,1,27,1,-2,-1,-5,3,19,2,-3,-2,-5,-2,8,-1,1,1,2,3,8,3,1,0,2,1,7,0,1,0,0,2,1,3,0,0
3,3044,Bigastro,4829,143,87,56,76,47,29,40,28,45,21,10,-1,24,18,25,15,5,-1,16,10,20,6,5,0,17,20,28,10,1,0,11,12,16,7,1,0,6,8,12,3,0,0
3,3045,Bolulla,316,21,13,8,8,6,2,7,2,8,1,0,3,6,1,4,1,0,1,1,1,4,0,0,2,3,1,3,0,0,1,2,1,3,0,0,0,1,0,0,0,0,1
3,3046,Busot,1615,84,48,36,54,28,26,9,11,14,25,24,-1,6,3,10,14,15,-1,3,8,4,11,9,0,4,1,6,14,23,6,3,1,2,9,10,3,1,0,4,5,13,3
3,3049,Callosa de Segura,15291,399,264,135,409,259,150,56,127,151,64,15,-18,26,86,114,36,8,-9,30,41,37,28,7,-9,46,122,158,64,14,3,19,79,110,40,9,0,27,43,48,24,5,3
3,3048,Callosa d'En Sarrià,6365,574,385,189,722,488,234,55,164,227,107,13,8,28,94,183,76,4,-1,27,70,44,31,9,9,62,203,301,132,17,6,33,123,226,96,8,2,29,80,75,36,9,4
3,3047,Calp,15605,1927,1093,834,1749,983,766,211,228,390,311,401,359,117,146,258,175,205,177,94,82,132,136,196,182,179,193,337,274,392,354,94,124,225,157,197,175,85,69,112,117,195,179
3,3050,"Campello, el",17564,943,463,480,582,304,278,125,130,266,143,189,84,71,56,128,75,84,49,54,74,138,68,105,35,98,92,158,81,101,47,56,47,87,39,47,26,42,45,71,42,54,21
3,3052,Cañada,1121,33,17,16,33,20,13,4,9,9,11,0,0,0,5,5,6,1,0,4,4,4,5,-1,0,4,9,10,9,1,0,1,6,7,5,1,0,3,3,3,4,0,0
3,3053,Castalla,7631,126,77,49,92,51,41,29,22,39,36,9,-10,14,16,28,19,5,-6,15,6,11,17,4,-4,13,32,27,16,4,0,6,18,15,10,2,0,7,14,12,6,2,0
3,3055,Catral,4979,191,105,86,86,53,33,46,22,72,47,6,-1,18,11,43,30,3,0,28,11,29,17,3,-1,21,14,24,27,0,0,9,10,16,18,0,0,12,4,8,9,0,0
3,3056,Cocentaina,10572,136,74,62,90,42,48,36,16,48,32,0,2,20,7,22,23,0,1,16,9,26,9,0,1,22,15,31,17,5,0,6,8,15,11,2,0,16,7,16,6,3,0
3,3059,Crevillent,24408,354,216,138,380,233,147,59,91,122,57,14,10,20,64,85,31,10,4,39,27,37,26,4,6,79,95,120,61,22,2,41,68,75,37,10,1,38,27,45,24,12,1
3,3061,Daya Nueva,1139,51,32,19,9,7,2,15,7,18,9,1,1,10,5,10,5,1,1,5,2,8,4,0,0,1,3,2,2,1,0,0,3,1,2,1,0,1,0,1,0,0,0
3,3063,Dénia,29585,1891,997,894,1627,831,796,348,319,531,381,237,67,187,161,286,213,106,39,161,158,245,168,131,28,304,278,445,309,228,55,162,137,236,155,108,30,142,141,209,154,120,25
3,3064,Dolores,6239,83,51,32,123,77,46,9,31,37,3,4,-4,6,22,20,0,1,-1,3,9,17,3,3,-3,16,39,46,10,6,3,9,26,29,6,2,2,7,13,17,4,4,1
3,3065,Elche/Elx,193174,2588,1401,1187,2641,1427,1214,453,704,866,497,60,-14,229,376,492,298,13,-23,224,328,374,199,47,9,458,659,870,497,107,27,226,356,494,276,49,12,232,303,376,221,58,15
3,3066,Elda,51228,739,397,342,1073,551,522,202,203,162,198,-10,-23,110,73,93,124,-7,-1,92,130,69,74,-3,-22,207,270,325,216,36,7,105,121,185,114,16,4,102,149,140,102,20,3
3,3069,Finestrat,1954,177,90,87,142,69,73,29,31,32,34,30,19,23,14,10,18,13,10,6,17,22,16,17,9,26,17,28,27,28,16,11,7,15,11,16,9,15,10,13,16,12,7
3,3077,"Fondó de les Neus, el/Hondón de las Nieves",1604,45,17,28,48,27,21,7,1,11,5,26,-5,0,2,3,0,12,0,7,-1,8,5,14,-5,4,4,7,6,24,3,4,4,4,1,12,2,0,0,3,5,12,1
3,3070,Formentera del Segura,2111,57,39,18,70,40,30,11,9,16,10,10,0,5,6,12,7,7,1,6,3,4,3,3,-1,15,11,17,15,10,1,7,4,11,9,7,1,8,7,6,6,3,0
3,3071,Gata de Gorgos,5003,116,76,40,109,74,35,23,21,33,31,6,0,8,11,29,19,4,3,15,10,4,12,2,-3,19,15,43,20,5,5,12,9,33,13,3,3,7,6,10,7,2,2
3,3074,Granja de Rocamora,1962,11,12,-1,16,15,1,-1,13,3,-1,0,-3,-1,13,2,0,-1,-1,0,0,1,-1,1,-2,0,7,8,1,0,0,0,7,7,1,0,0,0,0,1,0,0,0
3,3076,Guardamar del Segura,8845,121,73,48,12,7,5,-10,2,37,1,71,17,-1,-2,14,-2,43,18,-9,4,23,3,28,-1,2,2,3,2,1,1,1,0,3,1,1,0,1,2,0,1,0,1
3,3078,Hondón de los Frailes,553,50,29,21,20,10,10,6,6,17,8,11,2,4,3,10,7,3,2,2,3,7,1,8,0,2,3,2,5,8,0,0,1,1,3,5,0,2,2,1,2,3,0
3,3079,Ibi,21180,459,253,206,367,211,156,104,149,123,67,8,4,58,78,85,27,4,-1,46,71,38,40,4,5,78,116,105,50,11,4,44,66,67,26,6,1,34,50,38,24,5,3
3,3080,Jacarilla,1540,24,10,14,22,12,10,4,3,5,14,-2,-1,0,3,2,7,-2,0,4,0,3,7,0,-1,4,3,6,7,1,1,1,3,4,3,1,0,3,0,2,4,0,1
3,3082,Jávea/Xàbia,21996,1706,951,755,1670,940,730,247,271,386,345,330,109,127,164,222,189,180,60,120,107,164,156,150,49,261,276,368,328,327,96,142,166,213,171,185,55,119,110,155,157,142,41
3,3083,Jijona/Xixona,7436,75,35,40,92,39,53,1,23,29,7,13,5,-6,10,24,2,7,1,7,13,5,5,6,4,17,14,30,17,9,4,5,5,14,6,6,2,12,9,16,11,3,2
3,3084,"Lorcha/Orxa, l'",778,-14,-4,-10,4,2,2,-5,-1,0,-2,-3,-3,-2,0,0,-1,-1,0,-3,-1,0,-1,-2,-3,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0
3,3088,Monforte del Cid,5178,44,21,23,29,20,9,7,16,17,6,-1,-4,4,4,9,5,-2,-2,3,12,8,1,1,-2,4,9,9,6,1,0,4,5,6,4,1,0,0,4,3,2,0,0
