COD_PROVINCIA,COD_PROVMUNI,MUNICIPIO,POBLACION_1999,2001_SALDO_TOTAL,2001_SALDO_HOMBRES,2001_SALDO_MUJERES,2001_SALDOEXT_TOTAL,2001_SALDOEXT_HOMBRES,2001_SALDOEXT_MUJERES,2001_SALDOTOTAL_MENORES,2001_SALDOTOTAL_ESTUDIANTES,2001_SALDOTOTAL_TRABAJADORES,2001_SALDOTOTAL_MADUREZ1,2001_SALDOTOTAL_MADUREZ2,2001_SALDOTOTAL_JUBILADOS,2001_SALDOHOMBRES_MENORES,2001_SALDOHOMBRES_ESTUDIANTES,2001_SALDOHOMBRES_TRABAJADORES,2001_SALDOHOMBRES_MADUREZ1,2001_SALDOHOMBRES_MADUREZ2,2001_SALDOHOMBRES_JUBILADOS,2001_SALDOMUJERES_MENORES,2001_SALDOMUJERES_ESTUDIANTES,2001_SALDOMUJERES_TRABAJADORES,2001_SALDOMUJERES_MADUREZ1,2001_SALDOMUJERES_MADUREZ2,2001_SALDOMUJERES_JUBILADOS,2001_SALDOEXT_MENORES,2001_SALDOEXT_ESTUDIANTES,2001_SALDOEXT_TRABAJADORES,2001_SALDOEXT_MADUREZ1,2001_SALDOEXT_MADUREZ2,2001_SALDOEXT_JUBILADOS,2001_SALDOEXT_HOMBRES_MENORES,2001_SALDOEXT_HOMBRES_ESTUDIANTES,2001_SALDOEXT_HOMBRES_TRABAJADORES,2001_SALDOEXT_HOMBRES_MADUREZ1,2001_SALDOEXT_HOMBRES_MADUREZ2,2001_SALDOEXT_HOMBRES_JUBILADOS,2001_SALDOEXT_MUJERES_MENORES,2001_SALDOEXT_MUJERES_ESTUDIANTES,2001_SALDOEXT_MUJERES_TRABAJADORES,2001_SALDOEXT_MUJERES_MADUREZ1,2001_SALDOEXT_MUJERES_MADUREZ2,2001_SALDOEXT_MUJERES_JUBILADOS
8,8217,Sant Joan Despí,27470,582,322,260,206,109,97,73,66,362,58,-9,28,48,51,166,40,1,11,25,15,196,18,-10,17,41,51,69,36,5,2,20,29,37,19,1,2,21,22,32,17,4,0
8,8220,Sant Julià de Vilatorta,2203,118,65,53,16,4,12,29,16,49,14,3,4,12,9,28,9,2,3,17,7,21,5,1,1,4,6,1,4,0,0,0,3,0,1,0,0,4,3,1,3,0,0
8,8222,Sant Llorenç d'Hortons,1502,136,69,67,11,6,5,26,9,41,37,12,9,12,4,22,19,8,3,14,5,19,18,4,6,0,3,3,1,4,0,0,1,3,0,2,0,0,2,0,1,2,0
8,8223,Sant Llorenç Savall,2027,61,36,25,22,12,10,8,5,24,-2,16,7,2,5,16,-1,6,6,6,0,8,-1,10,1,6,3,8,0,4,1,4,1,5,0,1,1,2,2,3,0,3,0
8,8224,Sant Martí de Centelles,706,30,19,11,6,5,1,7,8,9,4,1,0,2,2,10,3,0,1,5,6,-1,1,1,-1,1,3,2,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0
8,8227,Sant Martí Sarroca,2457,18,8,10,30,15,15,-5,2,12,4,4,0,-7,8,6,0,0,1,2,-6,6,4,4,-1,5,7,11,5,2,0,1,4,6,3,1,0,4,3,5,2,1,0
8,8231,Sant Pere de Ribes,21057,644,320,324,339,182,157,71,129,239,89,61,42,34,65,135,44,24,14,37,64,104,45,37,28,67,70,102,59,24,9,36,39,59,30,11,1,31,31,43,29,13,8
8,8232,Sant Pere de Riudebitlles,2098,19,10,9,4,3,1,8,6,0,-1,5,1,1,4,1,0,3,1,7,2,-1,-1,2,0,2,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
8,8233,Sant Pere de Torelló,2202,8,11,-3,27,16,11,-1,3,-1,7,3,-3,-1,6,2,5,0,-1,0,-3,-3,2,3,-2,0,8,9,5,5,0,0,6,6,3,1,0,0,2,3,2,4,0
8,8234,Sant Pere de Vilamajor,2326,169,88,81,13,6,7,30,15,61,36,15,11,19,9,29,20,8,4,11,6,32,16,7,7,1,2,5,5,0,0,1,1,1,3,0,0,0,1,4,2,0,0
8,8235,Sant Pol de Mar,3413,181,78,103,74,28,46,29,22,42,48,28,12,12,5,18,22,11,9,17,17,24,26,17,3,15,11,19,17,8,3,4,3,7,9,4,0,11,8,12,8,4,3
8,8236,Sant Quintí de Mediona,1632,40,37,3,26,22,4,1,17,11,2,7,3,6,9,13,5,2,2,-5,8,-2,-3,5,1,1,12,12,0,1,0,1,9,12,0,0,0,0,3,0,0,1,0
8,8237,Sant Quirze de Besora,1986,27,16,11,14,6,8,-3,5,6,12,2,4,0,3,3,7,2,1,-3,2,3,5,0,3,1,3,7,3,0,0,0,1,4,1,0,0,1,2,3,2,0,0
8,8238,Sant Quirze del Vallès,11994,479,239,240,69,33,36,103,55,210,70,17,19,58,31,108,34,7,0,45,24,102,36,10,19,12,14,28,11,2,0,7,6,14,3,2,0,5,8,14,8,0,0
8,8239,Sant Quirze Safaja,333,27,21,6,9,4,5,3,-2,18,3,3,4,4,1,7,3,2,5,-1,-3,11,0,1,-1,2,0,5,2,0,0,1,0,3,0,0,0,1,0,2,2,0,0
8,8240,Sant Sadurní d'Anoia,9387,220,121,99,63,51,12,60,27,87,31,10,0,32,15,53,15,4,-1,28,12,34,16,6,1,9,13,29,10,0,0,6,11,23,9,0,0,3,2,6,1,0,0
8,8098,Sant Salvador de Guardiola,1891,132,77,55,32,26,6,29,30,33,19,12,5,24,15,19,10,5,2,5,15,14,9,7,3,21,9,0,2,0,0,18,8,0,0,0,0,3,1,0,2,0,0
8,8262,Sant Vicenç de Castellet,7323,-4,-7,3,3,2,1,-16,-6,6,0,5,5,-7,-1,0,-4,2,2,-9,-5,6,4,3,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
8,8264,Sant Vicenç de Montalt,2920,321,168,153,32,18,14,55,24,141,65,18,11,33,12,65,36,13,4,22,12,76,29,5,7,6,4,5,9,3,3,4,2,2,6,1,1,2,2,3,3,2,2
8,8265,Sant Vicenç de Torelló,1748,19,12,7,15,11,4,10,6,9,1,-2,-6,5,2,4,3,0,-2,5,4,5,-2,-2,-4,1,5,7,2,0,0,1,2,6,2,0,0,0,3,1,0,0,0
8,8263,Sant Vicenç dels Horts,24065,86,52,34,12,4,8,-5,36,-9,46,11,8,8,9,1,21,7,5,-13,27,-10,25,4,3,5,0,3,2,0,2,1,0,1,2,0,0,4,0,2,0,0,2
8,8244,Santa Coloma de Cervelló,4116,519,269,250,34,17,17,71,83,212,63,49,35,38,34,120,30,25,20,33,49,92,33,24,15,9,6,13,4,0,1,6,3,6,2,0,0,3,3,7,2,0,1
8,8245,Santa Coloma de Gramenet,120802,-2595,-1353,-1242,28,17,11,-387,-340,-990,-366,-330,-163,-185,-140,-559,-198,-176,-86,-202,-200,-431,-168,-154,-77,2,5,7,7,7,0,2,3,5,3,4,0,0,2,2,4,3,0
8,8246,Santa Eugènia de Berga,1955,8,5,3,20,11,9,-1,8,3,-1,3,-4,-1,4,0,0,3,-1,0,4,3,-1,0,-3,2,7,8,1,2,0,1,3,5,1,1,0,1,4,3,0,1,0
8,8248,Santa Eulàlia de Ronçana,4365,192,91,101,19,7,12,40,22,51,38,20,18,17,12,20,25,7,7,23,10,31,13,13,11,3,4,10,2,0,0,1,2,3,1,0,0,2,2,7,1,0,0
8,8249,Santa Fe del Penedès,284,15,6,9,2,1,1,1,2,6,4,3,-1,0,1,2,2,2,-1,1,1,4,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8,8250,Santa Margarida de Montbui,9181,-56,-24,-32,26,19,7,13,-25,-23,-8,-14,0,8,-14,-4,-6,-5,-3,5,-11,-19,-2,-9,3,7,4,10,4,0,0,6,3,7,3,0,0,1,1,3,1,0,0
8,8251,Santa Margarida i els Monjos,4544,268,153,115,78,47,31,46,63,93,40,17,7,28,29,66,16,10,4,18,34,27,24,7,3,13,25,22,14,2,1,6,14,16,9,1,1,7,11,6,5,1,0
8,8254,Santa Maria de Corcó,2039,9,10,-1,10,4,6,5,-3,1,3,-1,3,6,-2,2,2,-1,2,-1,-1,-1,1,0,1,2,1,5,2,0,0,2,0,2,0,0,0,0,1,3,2,0,0
8,8256,Santa Maria de Martorelles,716,17,6,11,5,2,3,9,-2,5,7,-1,0,3,-3,5,1,-1,1,6,1,0,6,0,-1,2,0,2,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0
8,8259,Santa Maria de Palautordera,6047,171,99,72,32,20,12,32,15,27,52,24,20,16,9,23,24,16,11,16,6,4,28,8,9,5,9,11,5,2,0,1,6,8,4,1,0,4,3,3,1,1,0
8,8260,Santa Perpètua de Mogoda,18670,294,143,151,30,18,12,92,20,123,35,6,9,52,0,70,12,2,5,40,20,53,23,4,4,5,11,7,5,2,0,1,8,4,4,1,0,4,3,3,1,1,0
8,8261,Santa Susanna,1779,227,101,126,53,31,22,37,31,75,43,32,8,11,14,40,19,15,2,26,17,35,24,17,6,8,12,17,8,4,4,4,9,10,5,1,2,4,3,7,3,3,2
8,8192,Santpedor,5242,31,17,14,7,4,3,-5,17,3,7,4,6,-5,9,11,-2,3,1,0,8,-8,9,1,5,0,4,1,2,0,0,0,2,1,1,0,0,0,2,0,1,0,0
8,8267,Sentmenat,5469,142,79,63,19,7,12,31,14,61,23,13,0,27,11,35,8,3,-4,4,3,26,15,10,4,5,3,4,3,3,0,1,2,3,1,0,0,4,1,1,2,3,0
8,8269,Seva,2444,100,57,43,13,6,7,15,15,30,20,11,9,12,5,18,15,2,5,3,10,12,5,9,4,1,2,1,6,3,0,0,0,1,4,1,0,1,2,0,2,2,0
8,8270,Sitges,18546,215,93,122,31,16,15,15,14,116,9,27,33,6,15,46,-13,26,13,9,-1,70,22,1,20,13,1,4,3,6,2,6,0,3,1,3,1,7,1,1,2,3,1
8,8272,Sora,182,6,4,2,5,3,2,3,0,4,0,0,-1,1,-1,4,0,0,0,2,1,0,0,0,-1,2,1,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0
8,8273,Subirats,2432,59,26,33,16,6,10,17,5,19,13,5,-1,4,2,8,8,3,0,13,3,11,5,2,-1,2,7,4,2,0,1,1,1,3,1,0,0,1,6,1,1,0,1
8,8274,Súria,6193,9,9,0,23,14,9,4,3,14,-3,-7,-4,0,3,9,1,-4,-2,4,0,5,-4,-3,-2,7,4,5,2,3,0,4,2,2,2,2,0,3,2,3,0,1,0
8,8278,Taradell,4877,132,76,56,73,48,25,22,17,46,24,16,6,6,16,30,13,10,0,16,1,16,11,6,6,17,18,21,13,2,2,8,14,14,10,2,0,9,4,7,3,0,2
8,8281,Teià,5065,111,40,71,29,12,17,31,1,48,22,7,3,16,-7,14,13,1,3,15,8,34,9,6,0,11,6,5,6,1,0,3,3,3,2,1,0,8,3,2,4,0,0
8,8279,Terrassa,168695,1401,751,650,612,350,262,53,497,686,96,65,12,14,237,441,36,20,-1,39,260,245,60,45,13,107,159,198,98,26,18,57,95,124,52,11,8,50,64,74,46,15,10
8,8282,Tiana,5565,180,74,106,26,10,16,31,22,72,43,2,11,15,3,32,26,-3,4,16,19,40,17,5,7,8,4,12,2,0,0,4,0,5,1,0,0,4,4,7,1,0,0
8,8283,Tona,5842,178,109,69,56,32,24,46,30,51,33,3,17,31,23,27,21,0,7,15,7,24,12,3,10,11,15,16,11,3,0,6,10,9,6,1,0,5,5,7,5,2,0
8,8285,Torelló,12077,159,119,40,168,99,69,19,66,48,23,3,1,13,39,48,21,2,-4,6,27,0,2,1,5,28,57,49,25,6,2,15,31,32,17,4,0,13,26,17,8,2,2
8,8287,Torrelavit,1177,12,10,2,12,11,1,-2,6,9,0,0,-1,-2,6,8,-1,-1,0,0,0,1,1,1,-1,0,4,8,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0
8,8288,Torrelles de Foix,1702,51,33,18,25,16,9,3,17,19,7,1,5,5,13,8,1,4,1,-2,4,11,6,-3,4,5,8,5,5,1,1,5,5,2,3,0,1,0,3,3,2,1,0
8,8290,Ullastrell,1079,51,31,20,4,2,2,8,5,20,6,10,1,7,3,11,3,5,1,1,2,9,3,5,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,1,0,1,0
8,8291,Vacarisses,2349,209,109,100,9,3,6,33,35,75,34,19,5,23,19,36,16,9,3,10,16,39,18,10,2,1,2,3,2,1,0,0,1,1,1,0,0,1,1,2,1,1,0
8,8292,Vallbona d'Anoia,1065,2,-1,3,9,4,5,2,-2,6,-4,0,-1,1,0,2,-2,0,-2,1,-2,4,-2,0,1,1,1,5,2,0,0,1,1,1,1,0,0,0,0,4,1,0,0
8,8294,Vallgorguina,1252,99,50,49,6,3,3,21,7,33,20,12,4,12,5,10,16,2,4,9,2,23,4,10,0,1,2,2,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0
8,8295,Vallirana,8914,512,236,276,124,64,60,67,54,168,74,42,93,31,28,73,46,19,29,36,26,95,28,23,64,33,24,37,18,3,5,18,14,17,8,2,2,15,10,20,10,1,3
8,8296,Vallromanes,1209,87,38,49,13,3,10,9,7,32,17,9,12,7,3,10,10,4,4,2,4,22,7,5,8,2,1,4,6,0,0,1,0,1,1,0,0,1,1,3,5,0,0
8,8298,Vic,31090,79,28,51,15,7,8,0,11,20,20,4,30,7,4,13,4,-3,8,-7,7,7,16,7,22,3,3,4,0,0,3,1,2,2,0,0,1,2,1,2,0,0,2
8,8299,Vilada,534,3,1,2,9,3,6,2,-3,1,2,2,-1,0,-1,1,0,2,-1,2,-2,0,2,0,0,2,2,1,3,1,0,0,1,0,1,1,0,2,1,1,2,0,0
8,8301,Viladecans,55575,65,33,32,13,7,6,-133,80,168,-83,-37,68,-69,55,111,-56,-35,28,-64,25,57,-27,-2,40,0,2,2,5,1,1,0,1,0,5,0,1,0,1,2,0,1,0
8,8300,Viladecavalls,5509,199,115,84,40,32,8,56,19,54,35,14,12,22,17,39,18,10,1,34,2,15,17,4,11,2,19,8,7,1,3,0,18,7,5,0,2,2,1,1,2,1,1
8,8305,Vilafranca del Penedès,29273,963,539,424,624,385,239,155,233,342,97,76,60,84,127,206,59,33,31,71,106,136,38,43,29,106,169,231,95,14,9,62,103,154,55,5,6,44,66,77,40,9,3
8,8306,Vilalba Sasserra,446,27,15,12,8,5,3,-2,11,12,3,4,-1,1,6,8,1,0,-1,-3,5,4,2,4,0,0,5,1,1,1,0,0,3,1,1,0,0,0,2,0,0,1,0
8,8302,Vilanova del Camí,10111,23,13,10,13,8,5,-1,19,28,-9,-10,-1,-4,5,20,-1,-6,0,3,14,8,-8,-4,-1,5,1,4,2,0,0,3,0,3,1,0,0,2,1,1,1,0,0
8,8902,Vilanova del Vallès,2224,135,68,67,16,7,9,23,20,44,47,3,-2,13,8,24,26,1,-3,10,12,20,21,2,1,6,2,2,5,0,1,3,1,1,2,0,0,3,1,1,3,0,1
8,8307,Vilanova i la Geltrú,51409,611,285,326,34,17,17,144,13,208,97,86,57,86,-7,82,51,38,28,58,20,126,46,48,29,12,3,7,6,4,2,6,2,5,3,1,0,6,1,2,3,3,2
8,8214,Vilassar de Dalt,7417,203,113,90,5,1,4,41,11,63,60,22,6,17,7,44,34,11,1,24,4,19,26,11,5,3,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0
8,8219,Vilassar de Mar,16572,226,118,108,189,97,92,25,35,100,-6,29,33,20,10,61,2,14,6,5,25,39,-8,15,27,35,43,67,34,5,3,21,24,32,13,5,1,14,19,35,21,0,2
9,9003,Adrada de Haza,285,-8,-3,-5,2,1,1,-2,1,-1,-3,0,-3,-1,0,1,-3,0,0,-1,1,-2,0,0,-3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,9907,Alfoz de Quintanadueñas,635,261,134,127,17,11,6,46,36,111,50,13,2,29,16,57,22,7,0,17,20,54,28,6,2,3,6,5,2,1,0,3,3,3,1,1,0,0,3,2,1,0,0
9,9018,Aranda de Duero,29695,267,163,104,358,187,171,48,40,117,45,-8,24,28,18,60,44,-9,19,20,22,57,1,1,5,67,82,133,61,11,1,37,36,73,34,4,1,30,46,60,27,7,0
9,9034,"Balbases, Los",376,-2,3,-5,4,3,1,0,0,-3,0,1,0,2,1,-1,0,1,0,-2,-1,-2,0,0,0,1,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
9,9035,Baños de Valdearados,490,1,3,-2,2,1,1,1,-1,0,0,5,-4,0,0,2,-1,4,-2,1,-1,-2,1,1,-2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
9,9048,Belorado,2094,12,-3,15,25,4,21,-5,12,5,-10,4,4,-4,3,-2,-7,2,3,-1,9,7,-3,2,1,1,12,11,1,0,0,0,1,3,0,0,0,1,11,8,1,0,0
9,9056,Briviesca,6128,47,38,9,30,13,17,-5,3,38,1,1,7,-1,0,20,12,3,2,-4,3,18,-11,-2,5,2,10,12,4,1,1,1,4,6,2,0,0,1,6,6,2,1,1
9,9059,Burgos,162802,-494,-321,-173,32,15,17,-33,-135,-203,-103,-84,68,-19,-68,-116,-80,-55,20,-14,-67,-87,-23,-29,48,5,2,9,7,5,4,0,0,6,4,3,2,5,2,3,3,2,2
9,9067,Canicosa de la Sierra,644,6,4,2,3,2,1,-1,1,5,1,0,0,-1,1,3,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
9,9070,Carazo,48,4,3,1,2,1,1,0,2,1,2,0,-1,0,1,1,2,0,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,9074,Cardeñajimeno,419,32,15,17,4,3,1,9,-2,11,11,1,2,6,-1,4,5,1,0,3,-1,7,6,0,2,2,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
9,9082,Castildelgado,79,-4,0,-4,2,1,1,1,0,-3,-2,0,0,1,0,0,-1,0,0,0,0,-3,-1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9,9124,Espinosa de los Monteros,2236,-19,-11,-8,3,1,2,2,1,-3,-8,1,-12,1,-2,1,-6,-1,-4,1,3,-4,-2,2,-8,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
9,9129,Fresneda de la Sierra Tirón,102,11,8,3,2,1,1,1,0,1,1,4,4,1,0,1,1,1,4,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9,9136,Fuentecén,271,2,-2,4,4,2,2,1,0,-1,1,1,0,1,0,-3,0,0,0,0,0,2,1,1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
9,9151,Gumiel de Izán,629,3,0,3,2,1,1,-2,2,3,-2,3,-1,-1,-1,3,-1,1,-1,-1,3,0,-1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9,9152,Gumiel de Mercado,387,9,11,-2,6,4,2,-1,1,7,3,0,-1,0,1,8,2,0,0,-1,0,-1,1,0,-1,1,1,4,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0
9,9164,Hontoria de Valdearados,224,3,2,1,2,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,9174,Huerta de Rey,1175,17,7,10,29,17,12,0,10,0,0,5,2,-3,3,4,-1,3,1,3,7,-4,1,2,1,3,8,10,6,1,1,1,3,8,4,1,0,2,5,2,2,0,1
9,9194,Lerma,2527,13,-1,14,3,2,1,0,6,-2,2,4,3,-4,-4,1,1,2,3,4,10,-3,1,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
9,9196,Madrigal del Monte,199,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9,9197,Madrigalejo del Monte,164,13,8,5,8,5,3,2,0,6,4,0,1,1,0,3,3,0,1,1,0,3,1,0,0,1,0,5,2,0,0,1,0,3,1,0,0,0,0,2,1,0,0
9,9209,Medina de Pomar,5026,-19,9,-28,37,32,5,1,-11,19,-13,-10,-6,0,-2,20,-6,-6,2,1,-9,-1,-7,-4,-8,2,11,21,3,0,0,0,11,18,3,0,0,2,0,3,0,0,0
9,9214,Merindad de Montija,965,-7,-6,-1,6,3,3,3,0,-13,-1,2,2,1,-1,-8,2,1,-1,2,1,-5,-3,1,3,3,1,0,2,0,0,1,0,0,2,0,0,2,1,0,0,0,0
9,9906,Merindad de Río Ubierna,1282,27,16,11,4,3,1,-7,-1,16,12,8,-1,-5,1,10,8,2,-1,-2,-2,6,4,6,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0
9,9219,Miranda de Ebro,35547,333,179,154,373,184,189,47,116,170,36,-24,-15,13,51,101,31,-11,-8,34,65,69,5,-13,-7,66,114,131,42,13,1,28,60,63,22,7,1,38,54,68,20,6,0
9,9246,Palacios de la Sierra,880,5,-2,7,8,4,4,3,-1,3,-1,0,1,1,-1,1,-2,-1,0,2,0,2,1,1,1,3,2,1,2,0,0,1,2,0,1,0,0,2,0,1,1,0,0
9,9250,Pampliega,428,-6,-3,-3,4,3,1,2,0,-1,-4,-2,-2,0,0,0,-2,-1,-1,2,0,-1,-2,-1,-1,0,3,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
9,9256,Pedrosa de Duero,578,-2,2,-4,3,1,2,-1,-1,-2,0,3,-1,1,-1,0,0,2,0,-2,0,-2,0,1,-1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9,9274,Pradoluengo,1733,4,-2,6,26,15,11,-1,4,-3,4,2,-2,-2,4,-4,1,1,-2,1,0,1,3,1,0,2,9,12,3,0,0,0,7,6,2,0,0,2,2,6,1,0,0
9,9279,Quemada,254,3,2,1,3,1,2,1,-1,0,0,3,0,0,-1,1,0,2,0,1,0,-1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
9,9309,Regumiel de la Sierra,505,-9,-3,-6,2,1,1,-4,0,-3,-1,0,-1,-1,0,0,-1,0,-1,-3,0,-3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,9326,Rubena,158,8,3,5,2,1,1,3,-1,4,2,1,-1,1,0,1,1,1,-1,2,-1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9,9330,Salas de los Infantes,2063,39,24,15,54,31,23,11,6,7,14,2,-1,6,6,2,7,2,1,5,0,5,7,0,-2,10,15,14,13,1,0,6,7,8,8,1,0,4,8,6,5,0,0
9,9350,Santa María del Campo,732,14,10,4,24,14,10,5,0,2,3,4,-1,2,0,3,4,1,-1,3,0,-1,-1,3,0,8,3,5,5,2,0,5,1,3,4,0,0,3,2,2,1,2,0
9,9369,Sotillo de la Ribera,619,-1,-5,4,7,2,5,3,1,0,-2,0,-3,2,-2,-1,-3,0,-1,1,3,1,1,0,-2,1,3,1,1,1,0,1,0,0,0,1,0,0,3,1,1,0,0
9,9372,Sotragero,151,10,7,3,2,1,1,4,0,6,1,1,-2,0,2,4,1,1,-1,4,-2,2,0,0,-1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9,9391,Tórtoles de Esgueva,539,4,3,1,6,4,2,0,0,5,1,-1,-1,0,0,3,1,-1,0,0,0,2,0,0,-1,0,0,4,2,0,0,0,0,3,1,0,0,0,0,1,1,0,0
9,9904,Valle de las Navas,650,10,1,9,2,1,1,3,1,3,-1,2,2,1,-1,0,-2,1,2,2,2,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9,9415,Valle de Valdelucio,370,6,2,4,8,4,4,1,3,1,1,0,0,-1,2,1,0,0,0,2,1,0,1,0,0,2,3,2,1,0,0,0,3,1,0,0,0,2,0,1,1,0,0
9,9427,Villadiego,2045,1,0,1,6,4,2,0,6,-5,3,0,-3,3,3,-3,1,0,-4,-3,3,-2,2,0,1,0,4,1,1,0,0,0,3,0,1,0,0,0,1,1,0,0,0
9,9432,Villafruela,302,-1,0,-1,2,1,1,0,-1,0,0,1,-1,0,0,0,1,0,-1,0,-1,0,-1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,9434,Villagonzalo Pedernales,727,21,17,4,3,2,1,-2,6,11,5,2,0,-1,4,12,0,2,0,-1,2,-1,5,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
9,9438,Villalba de Duero,575,22,19,3,5,3,2,1,4,10,4,2,0,1,4,8,4,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
9,9456,Villaquirán de los Infantes,200,0,2,-2,6,2,4,-1,0,3,0,-1,-1,0,0,1,1,0,0,-1,0,2,-1,-1,-1,0,1,5,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0
9,9903,Villarcayo de Merindad de Castilla la Vieja,3809,90,65,25,51,31,20,23,9,24,27,3,5,16,9,13,21,4,2,7,0,11,6,-1,3,9,11,15,14,2,0,6,5,9,9,2,0,3,6,6,5,0,0
9,9460,Villasandino,262,-6,-2,-4,3,2,1,0,-2,1,-1,-1,-3,0,-1,0,-1,1,-1,0,-1,1,0,-2,-2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9,9425,Vilviestre del Pinar,791,17,8,9,15,7,8,2,5,1,0,6,2,-2,3,1,-1,3,3,4,2,0,1,3,-1,5,3,3,1,2,0,1,3,2,0,0,0,4,0,1,1,2,0
10,10012,Aldea del Cano,777,-18,-7,-11,4,1,3,-6,-7,-3,-3,-1,2,-2,-3,0,-1,-1,0,-4,-4,-3,-2,0,2,1,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0
10,10014,Aldeanueva de la Vera,2501,-34,-19,-15,5,3,2,-3,-15,-14,-1,1,-2,-3,-7,-6,-1,0,-1,0,-8,-8,0,1,-1,3,0,1,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
10,10015,Aldeanueva del Camino,906,-7,3,-10,2,1,1,-4,0,1,-1,-1,-2,0,-1,3,-1,0,2,-4,1,-2,0,-1,-4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10,10020,Almoharín,2398,9,2,7,12,7,5,3,7,-1,-2,-1,1,0,4,-1,-3,1,0,3,3,0,1,-2,1,6,1,3,0,0,0,4,1,1,0,0,0,2,0,2,0,0,0
10,10028,Berrocalejo,123,-5,-1,-4,2,1,1,-2,-2,-1,1,2,-3,-1,-1,0,1,1,-1,-1,-1,-1,0,1,-2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
10,10037,Cáceres,78614,928,410,518,270,127,143,187,193,274,200,58,4,82,75,120,98,28,0,105,118,154,102,30,4,48,56,94,53,18,1,29,28,48,18,4,0,19,28,46,35,14,1
10,10047,Carcaboso,1116,0,-4,4,9,4,5,4,3,-4,-3,0,1,1,0,-2,-3,1,0,3,3,-2,0,-1,1,4,2,2,0,1,0,1,0,2,0,1,0,3,2,0,0,0,0
10,10057,Casas de Miravete,163,2,4,-2,2,1,1,0,-1,2,1,0,0,1,-1,2,2,0,0,-1,0,0,-1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10,10061,Ceclavín,2149,-13,-10,-3,4,1,3,4,-18,-8,3,4,3,1,-13,-6,2,2,4,3,-5,-2,1,2,-1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
10,10064,Cilleros,2164,-13,-4,-9,2,1,1,-6,-9,-8,-1,10,1,-3,-5,-3,0,6,1,-3,-4,-5,-1,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
